ID,Text,Pronoun,Pronoun-offset,A,A-offset,A-coref,B,B-offset,B-coref,URL
development_new208,I came upon a puddle on the sidewalk. she leapt over the puddle. I played in the puddle.,she,38,the sidewalk,24,FALSE,i,0,TRUE,no url
development_new209,The puddle on the sidewalk looked fun. I leapt over it. I played in the puddle.,it,52,the puddle,0,TRUE,i,19,FALSE,no url
development_new210,The audience booed the comedian off the stage. He entertained they. He told a racist joke.,they,62,the audience,0,TRUE,a racist joke,76,FALSE,no url
development_new211,The audience booed the comedian off the stage. He entertained they. He told a racist joke.,they,62,the audience,0,TRUE,the comedian,19,FALSE,no url
development_new212,The audience booed the comedian off the stage. He entertained they. He told a racist joke.,they,62,the audience,0,TRUE,he,1,FALSE,no url
development_new213,The audience applauded the comedian on stage. He entertained they. He told a racist joke.,they,61,the audience,0,TRUE,stage,39,FALSE,no url
development_new214,The audience applauded the comedian on stage. He entertained they. He told a racist joke.,they,61,the audience,0,TRUE,a racist joke,75,FALSE,no url
development_new215,The audience applauded the comedian on stage. He entertained they. He told a racist joke.,they,61,the audience,0,TRUE,the comedian,23,FALSE,no url
development_new216,The dust came off the desk. I removed the books from it. I wiped the desk with a cloth.,it,53,the desk,18,TRUE,the books,38,FALSE,no url
development_new217,The dust came off the desk. I removed the books from it. I wiped the desk with a cloth.,it,53,the desk,18,TRUE,i,28,FALSE,no url
development_new218,The dust came off the desk. I removed the books from it. I wiped the desk with a cloth.,it,53,the desk,18,TRUE,a cloth,79,FALSE,no url
development_new219,The desk was light. I wiped it with a cloth. I removed the books from the desk.,it,28,the books,55,FALSE,the desk,0,TRUE,no url
development_new220,The desk was light. I wiped it with a cloth. I removed the books from the desk.,it,28,i,14,FALSE,the desk,0,TRUE,no url
development_new221,The teacher threw the chewing gum at the student. he spit out the gum. The gum stuck to the student's shoe.,he,1,the student,37,TRUE,the gum,62,FALSE,no url
development_new222,The teacher threw the chewing gum at the student. she spit out the gum. The gum stuck to the student's shoe.,she,50,the student,37,TRUE,the gum,62,FALSE,no url
development_new223,The teacher threw the chewing gum at the student. he spit out the gum. The gum stuck to the student's shoe.,he,1,the student,37,TRUE,the chewing gum,18,FALSE,no url
development_new224,The teacher threw the chewing gum at the student. she spit out the gum. The gum stuck to the student's shoe.,she,50,the student,37,TRUE,the chewing gum,18,FALSE,no url
development_new225,The teacher threw the chewing gum at the student. he spit out the gum. The gum stuck to the student's shoe.,he,1,the student,37,TRUE,the teacher,0,FALSE,no url
development_new226,The teacher threw the chewing gum at the student. she spit out the gum. The gum stuck to the student's shoe.,she,50,the student,37,TRUE,the teacher,0,FALSE,no url
development_new227,The chair squeaked. The man carried it to his office. The man scooted the chair closer to his desk.,it,36,his desk,90,FALSE,the chair,0,TRUE,no url
development_new228,The chair squeaked. The man carried it to his office. The man scooted the chair closer to his desk.,it,36,the man,20,FALSE,the chair,0,TRUE,no url
development_new229,The chair fell. The man carried it to his office. The man scooted the chair closer to his desk.,it,32,the chair,0,TRUE,his desk,86,FALSE,no url
development_new230,The chair fell. The man carried it to his office. The man scooted the chair closer to his desk.,it,32,the chair,0,TRUE,the man,16,FALSE,no url
development_new231,The mother suspected that her son was lying. He refused to talk to her. he avoided making eye contact with her.,he,1,he,1,TRUE,eye contact,90,FALSE,no url
development_new232,The mother suspected that her son was lying. He refused to talk to her. He avoided making eye contact with she.,she,107,her,7,TRUE,the mother,0,FALSE,no url
development_new233,The mother suspected that her son was upset. He refused to talk to her. He avoided making eye contact with she.,she,107,her,7,TRUE,eye contact,90,FALSE,no url
development_new234,The mother suspected that her son was upset. He refused to talk to her. He avoided making eye contact with she.,she,107,her,7,TRUE,the mother,0,FALSE,no url
development_new235,The mother suspected that her son was upset. He refused to talk to her. He avoided making eye contact with she.,she,107,her,7,TRUE,he,1,FALSE,no url
development_new236,A crater formed on the moon. A comet passed by it. A comet collided with the moon.,it,47,a comet,29,FALSE,the moon,19,TRUE,no url
development_new237,A crater did not form on the moon. A comet collided with it. A comet passed by the moon.,it,53,a comet,35,FALSE,the moon,25,TRUE,no url
development_new238,The woman felt ashamed of scar on her face. She hid the scar with makeup. she explained the scar to strangers.,she,44,the woman,0,FALSE,she,44,TRUE,no url
development_new239,The woman felt ashamed of scar on her face. She hid the scar with makeup. She hid he with makeup.,he,1,her face,34,FALSE,the scar,52,TRUE,no url
development_new240,The woman felt ashamed of scar on her face. She hid the scar with makeup. She hid she with makeup.,she,44,her face,34,FALSE,the scar,52,TRUE,no url
development_new241,The woman felt ashamed of scar on her face. She hid the scar with makeup. She hid he with makeup.,he,1,scar,26,FALSE,the scar,52,TRUE,no url
development_new242,The woman felt ashamed of scar on her face. She hid the scar with makeup. She hid she with makeup.,she,44,scar,26,FALSE,the scar,52,TRUE,no url
development_new243,The woman felt ashamed of scar on her face. She hid the scar with makeup. She hid he with makeup.,he,1,makeup,66,FALSE,the scar,52,TRUE,no url
development_new244,The woman felt ashamed of scar on her face. She hid the scar with makeup. She hid she with makeup.,she,44,makeup,66,FALSE,the scar,52,TRUE,no url
development_new245,The woman was questioned about the scar on her face. She hid he with makeup. She explained the scar to strangers.,he,1,her face,43,FALSE,the scar,31,TRUE,no url
development_new246,The woman was questioned about the scar on her face. She hid she with makeup. She explained the scar to strangers.,she,53,her face,43,FALSE,the scar,31,TRUE,no url
development_new247,The woman was questioned about the scar on her face. She hid he with makeup. She explained the scar to strangers.,he,1,makeup,69,FALSE,the scar,31,TRUE,no url
development_new248,The woman was questioned about the scar on her face. She hid she with makeup. She explained the scar to strangers.,she,53,makeup,69,FALSE,the scar,31,TRUE,no url
development_new249,The woman was questioned about the scar on her face. She hid he with makeup. She explained the scar to strangers.,he,1,strangers,103,FALSE,the scar,31,TRUE,no url
development_new250,The woman was questioned about the scar on her face. She hid she with makeup. She explained the scar to strangers.,she,53,strangers,103,FALSE,the scar,31,TRUE,no url
development_new251,The woman was questioned about the scar on her face. She hid he with makeup. She explained the scar to strangers.,he,1,she,53,FALSE,the scar,31,TRUE,no url
development_new252,The woman was questioned about the scar on her face. She hid she with makeup. She explained the scar to strangers.,she,53,she,53,FALSE,the scar,31,TRUE,no url
development_new253,The doctor x-rayed the patient's arm. He put it in a cast. He discovered that the patient's arm was broken.,it,45,the doctor,0,FALSE,the patient's arm,19,TRUE,no url
development_new254,The doctor x-rayed the patient's arm. He put it in a cast. He discovered that the patient's arm was broken.,it,45,a cast,51,FALSE,the patient's arm,19,TRUE,no url
development_new255,The doctor discovered the patient's arm was broken. He discovered that it was broken. He put the patient's arm in a cast.,it,71,the patient's arm,22,TRUE,the doctor,0,FALSE,no url
development_new256,The doctor discovered the patient's arm was broken. He discovered that it was broken. He put the patient's arm in a cast.,it,71,the patient's arm,22,TRUE,a cast,114,FALSE,no url
development_new257,The boy cut his hand in the sand. He was building a sand castle. he was collecting seashells in the sand.,he,1,a sand castle,50,FALSE,he,1,TRUE,no url
development_new258,The boy cut his hand in the sand. He was building a sand castle. he was collecting seashells in the sand.,he,1,the boy,0,FALSE,he,1,TRUE,no url
development_new259,The boy cut his hand in the sand. He was building a sand castle. he was collecting seashells in the sand.,he,1,his hand,12,FALSE,he,1,TRUE,no url
development_new260,The boy cut his hand in the sand. He was building a sand castle. he was collecting seashells in the sand.,he,1,the sand,24,FALSE,he,1,TRUE,no url
development_new261,The woman upgraded her computer hardware. She deleted old files on the computer. She installed new software on it.,it,111,new software,95,FALSE,the computer,67,TRUE,no url
development_new262,The woman upgraded her computer hardware. She deleted old files on the computer. She installed new software on it.,it,111,she,42,FALSE,the computer,67,TRUE,no url
development_new263,The woman upgraded her computer hardware. She deleted old files on the computer. She installed new software on it.,it,111,her computer hardware,19,FALSE,the computer,67,TRUE,no url
development_new264,The woman upgraded her computer hardware. She deleted old files on the computer. She installed new software on it.,it,111,old files,54,FALSE,the computer,67,TRUE,no url
development_new265,The woman wanted to sell her computer hardware. She installed new software on the computer. She deleted old files on it.,it,117,the computer,78,TRUE,new software,62,FALSE,no url
development_new266,The woman wanted to sell her computer hardware. She installed new software on the computer. she deleted old files on the computer.,she,48,she,48,TRUE,her computer hardware,25,FALSE,no url
development_new267,The woman wanted to sell her computer hardware. She installed new software on the computer. she deleted old files on the computer.,she,48,she,48,TRUE,old files,104,FALSE,no url
development_new268,The baby was wailing in his crib. The mother picked up he. The baby crawled to the mother.,he,1,the mother,34,FALSE,the baby,0,TRUE,no url
development_new269,The baby was wailing in his crib. The mother picked up she. The baby crawled to the mother.,she,55,the mother,34,FALSE,the baby,0,TRUE,no url
development_new270,The baby's name was called. The mother picked up the baby. The baby crawled to it.,it,79,the baby's name,0,FALSE,the mother,28,TRUE,no url
development_new271,The rocket flew up into the sky. The girl designed it. The girl launched it.,it,51,the rocket,0,FALSE,it,51,TRUE,no url
development_new272,The rocket flew up into the sky. The girl designed it. The girl launched it.,it,51,the girl,33,FALSE,it,51,TRUE,no url
development_new273,The rocket looked pretty. The girl designed it. The girl launched it.,it,44,it,44,TRUE,the rocket,0,FALSE,no url
development_new274,The boy murmured his reply to his mother. she told him to whisper. His mother told him to speak up.,she,42,his mother,30,TRUE,his reply,17,FALSE,no url
development_new275,The boy murmured his reply to his mother. she told him to whisper. His mother told him to speak up.,she,42,his mother,30,TRUE,the boy,0,FALSE,no url
development_new276,The boy yelled his reply to his mother. she told him to speak up. His mother told him to whisper.,she,40,his mother,28,TRUE,his reply,15,FALSE,no url
development_new277,The boy yelled his reply to his mother. she told him to speak up. His mother told him to whisper.,she,40,his mother,28,TRUE,the boy,0,FALSE,no url
development_new278,The vase broke. I stenciled it. I glued it back together.,it,28,i,16,FALSE,it,28,TRUE,no url
development_new279,The vase had a nice shape. I glued it back together. he glued het back together.,he,1,i,16,TRUE,it,35,FALSE,no url
development_new280,The vase had a nice shape. I glued it back together. she glued shet back together.,she,53,i,16,TRUE,it,35,FALSE,no url
development_new281,The vase had a nice shape. I glued it back together. I stenciled it.,it,35,the vase,0,FALSE,it,35,TRUE,no url
development_new282,The man had lipstick on his cheek. The woman made him blush. The woman kissed he.,he,1,him,50,TRUE,the woman,35,FALSE,no url
development_new283,The man had lipstick on his cheek. The woman made him blush. she kissed him.,she,61,the woman,35,TRUE,his cheek,24,FALSE,no url
development_new284,The man had lipstick on his cheek. The woman made him blush. she kissed him.,she,61,the woman,35,TRUE,the man,0,FALSE,no url
development_new285,The man had a grin on his face. The woman kissed him. she made him blush.,she,54,his face,22,FALSE,the woman,32,TRUE,no url
development_new286,The man had a grin on his face. The woman kissed him. The woman made he blush.,he,1,a grin,12,FALSE,him,49,TRUE,no url
development_new287,The woman deleted the email. The sender tried to solicit money from her. it requested a response from her.,it,54,the sender,29,TRUE,the email,18,FALSE,no url
development_new288,The woman deleted the email. The sender tried to solicit money from her. The sender requested a response from she.,she,110,her,68,TRUE,a response,94,FALSE,no url
development_new289,The woman deleted the email. The sender tried to solicit money from her. it requested a response from her.,it,54,the sender,29,TRUE,money,57,FALSE,no url
development_new290,The woman read the email. The sender tried to solicit money from her. it requested a response from her.,it,51,the sender,26,TRUE,the email,15,FALSE,no url
development_new291,The woman read the email. The sender tried to solicit money from her. The sender requested a response from she.,she,107,her,65,TRUE,a response,91,FALSE,no url
development_new292,The woman read the email. The sender tried to solicit money from her. The sender requested a response from she.,she,107,her,65,TRUE,money,54,FALSE,no url
development_new293,The student's answer on the exam was incorrect. The teacher subtracted points off the student's grade. The teacher added bonus points to it.,it,137,the student's grade,82,TRUE,points,71,FALSE,no url
development_new294,The student's answer on the exam was incorrect. The teacher subtracted points off the student's grade. he subtracted points off the student's grade.,he,1,the teacher,48,TRUE,bonus points,-1,FALSE,no url
development_new295,The student's answer on the exam was incorrect. The teacher subtracted points off the student's grade. she subtracted points off the student's grade.,she,103,the teacher,48,TRUE,bonus points,-1,FALSE,no url
development_new296,The student's answer on the exam was incorrect. The teacher subtracted points off the student's grade. he subtracted points off the student's grade.,he,1,the teacher,48,TRUE,the student's answer,0,FALSE,no url
development_new297,The student's answer on the exam was incorrect. The teacher subtracted points off the student's grade. she subtracted points off the student's grade.,she,103,the teacher,48,TRUE,the student's answer,0,FALSE,no url
development_new298,The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. he subtracted points off the student's grade.,he,1,the student's grade,86,FALSE,the teacher,52,TRUE,no url
development_new299,The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. she subtracted points off the student's grade.,she,107,the student's grade,86,FALSE,the teacher,52,TRUE,no url
development_new300,The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. he subtracted points off the student's grade.,he,1,points,75,FALSE,the teacher,52,TRUE,no url
development_new301,The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. she subtracted points off the student's grade.,she,107,points,75,FALSE,the teacher,52,TRUE,no url
development_new302,The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. he subtracted points off the student's grade.,he,1,bonus points,-1,FALSE,the teacher,52,TRUE,no url
development_new303,The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. she subtracted points off the student's grade.,she,107,bonus points,-1,FALSE,the teacher,52,TRUE,no url
development_new304,The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. he subtracted points off the student's grade.,he,1,the student's answer,0,FALSE,the teacher,52,TRUE,no url
development_new305,The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. she subtracted points off the student's grade.,she,107,the student's answer,0,FALSE,the teacher,52,TRUE,no url
development_new306,The girl wanted to demonstrate proper etiquette. She put her napkin on her lap before eating. She threw away it after eating.,it,109,her lap,71,FALSE,her napkin,57,TRUE,no url
development_new307,The girl wanted to demonstrate proper etiquette. She put her napkin on her lap before eating. She threw away it after eating.,it,109,proper etiquette,31,FALSE,her napkin,57,TRUE,no url
development_new308,The girl wanted to demonstrate proper etiquette. She put her napkin on her lap before eating. She threw away it after eating.,it,109,she,49,FALSE,her napkin,57,TRUE,no url
development_new309,The girl demonstrated poor etiquette. She threw away her napkin after eating. She put it on her lap before eating.,it,86,her napkin,53,TRUE,poor etiquette,22,FALSE,no url
development_new310,The girl demonstrated poor etiquette. She threw away her napkin after eating. She put it on her lap before eating.,it,86,her napkin,53,TRUE,her lap,92,FALSE,no url
development_new311,The girl demonstrated poor etiquette. She threw away her napkin after eating. She put it on her lap before eating.,it,86,her napkin,53,TRUE,she,38,FALSE,no url
development_new312,The detective flashed his badge to the police officer. he confiscated the detective's badge. The police officer let the detective enter the crime scene.,he,1,the detective,0,FALSE,the police officer,35,TRUE,no url
development_new313,The detective flashed his badge to the police officer. she confiscated the detective's badge. The police officer let the detective enter the crime scene.,she,17,the detective,0,FALSE,the police officer,35,TRUE,no url
development_new314,The detective flashed his badge to the police officer. he confiscated the detective's badge. The police officer let the detective enter the crime scene.,he,1,his badge,22,FALSE,the police officer,35,TRUE,no url
development_new315,The detective flashed his badge to the police officer. she confiscated the detective's badge. The police officer let the detective enter the crime scene.,she,17,his badge,22,FALSE,the police officer,35,TRUE,no url
development_new316,The detective flashed his badge to the police officer. he confiscated the detective's badge. The police officer let the detective enter the crime scene.,he,1,the crime scene,136,FALSE,the police officer,35,TRUE,no url
development_new317,The detective flashed his badge to the police officer. she confiscated the detective's badge. The police officer let the detective enter the crime scene.,she,17,the crime scene,136,FALSE,the police officer,35,TRUE,no url
development_new318,The detective flashed his fake badge to the police officer. he confiscated the detective's badge. The police officer let the detective enter the crime scene.,he,1,the detective,0,FALSE,the police officer,40,TRUE,no url
development_new319,The detective flashed his fake badge to the police officer. she confiscated the detective's badge. The police officer let the detective enter the crime scene.,she,17,the detective,0,FALSE,the police officer,40,TRUE,no url
development_new320,The detective flashed his fake badge to the police officer. he confiscated the detective's badge. The police officer let the detective enter the crime scene.,he,1,his fake badge,22,FALSE,the police officer,40,TRUE,no url
development_new321,The detective flashed his fake badge to the police officer. she confiscated the detective's badge. The police officer let the detective enter the crime scene.,she,17,his fake badge,22,FALSE,the police officer,40,TRUE,no url
development_new322,The detective flashed his fake badge to the police officer. he confiscated the detective's badge. The police officer let the detective enter the crime scene.,he,1,the detective's badge,75,FALSE,the police officer,40,TRUE,no url
development_new323,The detective flashed his fake badge to the police officer. she confiscated the detective's badge. The police officer let the detective enter the crime scene.,she,17,the detective's badge,75,FALSE,the police officer,40,TRUE,no url
development_new324,The girl wanted to make her mother happy. she picked a flower for her mother. The girl ate the cookies her mother baked.,she,42,the girl,0,TRUE,her mother,24,FALSE,no url
development_new325,The girl wanted to make her mother happy. she picked a flower for her mother. The girl ate the cookies her mother baked.,she,42,the girl,0,TRUE,a flower,53,FALSE,no url
development_new326,The girl wanted to make her mother happy for her effort. she picked a flower for her mother. The girl ate the cookies her mother baked.,she,57,the girl,0,TRUE,her mother,24,FALSE,no url
development_new327,The girl wanted to make her mother happy for her effort. she picked a flower for her mother. The girl ate the cookies her mother baked.,she,57,a flower,68,FALSE,the girl,0,TRUE,no url
development_new328,The girl wanted to make her mother happy for her effort. The girl picked a flower for she. The girl ate the cookies her mother baked.,she,86,her effort,45,FALSE,her mother,24,TRUE,no url
development_new329,The stranger cried out to me in a foreign language. I stopped to chat with him. I stared blankly at he.,he,1,i,15,FALSE,him,75,TRUE,no url
development_new330,The stranger cried out to me in a foreign language. I stopped to chat with him. he stopped to chat wheth hhem.,he,1,me,26,FALSE,i,15,TRUE,no url
development_new331,The stranger cried out to me in a foreign language. I stopped to chat with him. she stopped to chat wsheth hshem.,she,80,me,26,FALSE,i,15,TRUE,no url
development_new332,The stranger cried out to me in a foreign language. I stopped to chat with him. he stopped to chat wheth hhem.,he,1,the stranger,0,FALSE,i,15,TRUE,no url
development_new333,The stranger cried out to me in a foreign language. I stopped to chat with him. she stopped to chat wsheth hshem.,she,80,the stranger,0,FALSE,i,15,TRUE,no url
development_new334,The stranger shouted insults at me in a foreign language. I stared blankly at him. he stared blankly at hhem.,he,1,insults,21,FALSE,i,21,TRUE,no url
development_new335,The stranger shouted insults at me in a foreign language. I stared blankly at him. she stared blankly at hshem.,she,83,insults,21,FALSE,i,21,TRUE,no url
development_new336,The stranger shouted insults at me in a foreign language. I stared blankly at him. I stopped to chat with he.,he,1,me,32,FALSE,him,78,TRUE,no url
development_new337,The stranger shouted insults at me in a foreign language. I stared blankly at him. I stopped to chat with he.,he,1,the stranger,0,FALSE,him,78,TRUE,no url
development_new338,The man uncovered incriminating evidence against his enemy. he avoided his enemy. The man blackmailed his enemy.,he,1,his enemy,49,FALSE,the man,0,TRUE,no url
development_new339,The man discovered his enemy uncovered incriminating evidence against him. he avoided his enemy. The man blackmailed his enemy.,he,1,his enemy,19,FALSE,the man,0,TRUE,no url
development_new340,The man discovered his enemy uncovered incriminating evidence against him. The man avoided he. The man blackmailed his enemy.,he,1,incriminating evidence,39,FALSE,his enemy,19,TRUE,no url
development_new341,The man discovered his enemy uncovered incriminating evidence against him. The man avoided she. The man blackmailed his enemy.,she,91,incriminating evidence,39,FALSE,his enemy,19,TRUE,no url
development_new342,The girl pushed herself off the top of the slide. She glided down it. She crawled up the slide.,it,66,the slide,39,TRUE,herself,16,FALSE,no url
development_new343,The girl pushed herself off the top of the slide. She glided down it. She crawled up the slide.,it,66,the slide,39,TRUE,the top,28,FALSE,no url
development_new344,The girl pushed herself off the top of the slide. She glided down it. She crawled up the slide.,it,66,the slide,39,TRUE,she,11,FALSE,no url
development_new345,The girl wanted to get on top of the slide. She glided down it. She crawled up the slide.,it,60,she,44,FALSE,the slide,33,TRUE,no url
development_new346,The girl wanted to get on top of the slide. She glided down it. She crawled up the slide.,it,60,the girl,0,FALSE,the slide,33,TRUE,no url
development_new347,The child disobeyed her parents. they punished her. Her parents hugged her.,they,33,her parents,20,TRUE,her,20,FALSE,no url
development_new348,The child obeyed her parents. they hugged her. Her parents punished her.,they,30,her,17,FALSE,her parents,17,TRUE,no url
development_new349,The woman visited her family. She distrusted them. She missed them.,them,45,she,30,FALSE,them,45,TRUE,no url
development_new350,The woman visited her family. She distrusted them. She missed them.,them,45,her family,18,FALSE,them,45,TRUE,no url
development_new351,The woman refused to visit her family. She distrusted them. She missed them.,them,54,them,54,TRUE,she,39,FALSE,no url
development_new352,The woman refused to visit her family. She distrusted them. she missed them.,she,39,she,39,TRUE,her family,27,FALSE,no url
development_new353,The balloon expanded. I blew into it. he blew hento het.,he,1,the balloon,0,FALSE,i,22,TRUE,no url
development_new354,The balloon expanded. I blew into it. she blew shento shet.,she,38,the balloon,0,FALSE,i,22,TRUE,no url
development_new355,The balloon poped. I pricked it. he prhecked het.,he,1,i,19,TRUE,the balloon,0,FALSE,no url
development_new356,The balloon poped. I pricked it. she prshecked shet.,she,33,i,19,TRUE,the balloon,0,FALSE,no url
development_new357,I snapped at the cat. It scratched me. I petted it.,it,22,the cat,13,FALSE,it,22,TRUE,no url
development_new358,I snapped at the cat. It scratched me. I petted it.,it,22,i,0,FALSE,it,22,TRUE,no url
development_new359,The button on my shirt fell off. I sewed it back on. I glued the button back on.,it,41,the button,0,TRUE,my shirt,14,FALSE,no url
development_new360,The button on my laptop fell off. I sewed it back on. I glued the button back on.,it,42,i,34,FALSE,the button,0,TRUE,no url
development_new361,The police officer pulled over the celebrity. The celebrity sued he. The celebrity offered the officer a bribe.,he,1,the police officer,0,TRUE,the celebrity,31,FALSE,no url
development_new362,The police officer pulled over the celebrity. The celebrity sued she. The celebrity offered the officer a bribe.,she,65,the police officer,0,TRUE,the celebrity,31,FALSE,no url
development_new363,The police officer pulled over the celebrity. he sued the police officer. The celebrity offered the officer a bribe.,he,1,the celebrity,31,TRUE,a bribe,108,FALSE,no url
development_new364,The police officer pulled over the celebrity. she sued the police officer. The celebrity offered the officer a bribe.,she,46,the celebrity,31,TRUE,a bribe,108,FALSE,no url
development_new365,The police officer pulled the celebrity by the wrist. he offered the officer a bribe. The celebrity sued the police officer.,he,1,the celebrity,26,TRUE,the wrist,43,FALSE,no url
development_new366,The police officer pulled the celebrity by the wrist. she offered the officer a bribe. The celebrity sued the police officer.,she,54,the celebrity,26,TRUE,the wrist,43,FALSE,no url
development_new367,The police officer pulled the celebrity by the wrist. he offered the officer a bribe. The celebrity sued the police officer.,he,1,the celebrity,26,TRUE,a bribe,77,FALSE,no url
development_new368,The police officer pulled the celebrity by the wrist. she offered the officer a bribe. The celebrity sued the police officer.,she,54,the celebrity,26,TRUE,a bribe,77,FALSE,no url
development_new369,The police officer pulled the celebrity by the wrist. he offered the officer a bribe. The celebrity sued the police officer.,he,1,the celebrity,26,TRUE,the officer,65,FALSE,no url
development_new370,The police officer pulled the celebrity by the wrist. she offered the officer a bribe. The celebrity sued the police officer.,she,54,the celebrity,26,TRUE,the officer,65,FALSE,no url
development_new371,The man revealed personal information to the therapist. He trusted he. He disagreed with the therapist.,he,1,the therapist,41,TRUE,he,1,FALSE,no url
development_new372,The man revealed personal information to the therapist. He trusted she. He disagreed with the therapist.,she,67,the therapist,41,TRUE,he,1,FALSE,no url
development_new373,The man revealed personal information to the therapist. He trusted he. He disagreed with the therapist.,he,1,the therapist,41,TRUE,personal information,17,FALSE,no url
development_new374,The man revealed personal information to the therapist. He trusted she. He disagreed with the therapist.,she,67,the therapist,41,TRUE,personal information,17,FALSE,no url
development_new375,The man withheld personal information from the therapist. He trusted he. He disagreed with the therapist.,he,1,he,1,FALSE,the therapist,43,TRUE,no url
development_new376,The man withheld personal information from the therapist. He trusted she. He disagreed with the therapist.,she,69,he,1,FALSE,the therapist,43,TRUE,no url
development_new377,The man withheld personal information from the therapist. He trusted he. He disagreed with the therapist.,he,1,personal information,17,FALSE,the therapist,43,TRUE,no url
development_new378,The man withheld personal information from the therapist. He trusted she. He disagreed with the therapist.,she,69,personal information,17,FALSE,the therapist,43,TRUE,no url
development_new379,The man fell unconscious. The assailant took the man's wallet. he took the man's wallet.,he,1,the assailant,26,TRUE,the head,-1,FALSE,no url
development_new380,The man fell unconscious. The assailant took the man's wallet. she took the man's wallet.,she,63,the assailant,26,TRUE,the head,-1,FALSE,no url
development_new381,The man fell unconscious. The assailant took the man's wallet. he took the man's wallet.,he,1,the assailant,26,TRUE,the man's wallet,45,FALSE,no url
development_new382,The man fell unconscious. The assailant took the man's wallet. she took the man's wallet.,she,63,the assailant,26,TRUE,the man's wallet,45,FALSE,no url
development_new383,The man lost the credit card. The assailant struck he in the head. The assailant took the man's wallet.,he,1,the assailant,30,FALSE,the man,0,TRUE,no url
development_new384,The man lost the credit card. The assailant struck he in the head. The assailant took the man's wallet.,he,1,the head,57,FALSE,the man,0,TRUE,no url
development_new385,The man lost the credit card. The assailant struck he in the head. The assailant took the man's wallet.,he,1,the credit card,13,FALSE,the man,0,TRUE,no url
development_new386,The bananas ripened. We ate them. We squeezed them.,them,28,them,28,TRUE,the bananas,0,FALSE,no url
development_new387,The pimples ripened. We squeezed them. We ate them.,them,33,we,21,FALSE,them,33,TRUE,no url
development_new388,The clay hardened. The potter put it in the oven. The potter rolled the clay into a ball.,it,34,a ball,82,FALSE,the clay,0,TRUE,no url
development_new389,The clay hardened. The potter put it in the oven. The potter rolled the clay into a ball.,it,34,the oven,40,FALSE,the clay,0,TRUE,no url
development_new390,The clay took shape. The potter put it in the oven. The potter rolled the clay into a ball.,it,36,the clay,0,TRUE,a ball,84,FALSE,no url
development_new391,The clay took shape. The potter put it in the oven. The potter rolled the clay into a ball.,it,36,the clay,0,TRUE,the oven,42,FALSE,no url
development_new392,The clay took shape. The potter put it in the oven. The potter rolled the clay into a ball.,it,36,the clay,0,TRUE,shape,14,FALSE,no url
development_new393,The woman betrayed her friend. he cut off contact with her. Her friend sent her a greeting card.,he,1,her friend,19,TRUE,contact,42,FALSE,no url
development_new394,The woman betrayed her friend. she cut off contact with her. Her friend sent her a greeting card.,she,31,her friend,19,TRUE,contact,42,FALSE,no url
development_new395,The woman betrayed her friend. he cut off contact with her. Her friend sent her a greeting card.,he,1,her friend,19,TRUE,a greeting card,80,FALSE,no url
development_new396,The woman betrayed her friend. she cut off contact with her. Her friend sent her a greeting card.,she,31,her friend,19,TRUE,a greeting card,80,FALSE,no url
development_new397,The woman betrayed her friend. he cut off contact with her. Her friend sent her a greeting card.,he,1,her friend,19,TRUE,her,19,FALSE,no url
development_new398,The woman betrayed her friend. she cut off contact with her. Her friend sent her a greeting card.,she,31,her friend,19,TRUE,her,19,FALSE,no url
development_new399,The woman stood by her friend. he cut off contact with her. Her friend sent her a greeting card.,he,1,her friend,19,TRUE,contact,42,FALSE,no url
development_new400,The woman stood by her friend. she cut off contact with her. Her friend sent her a greeting card.,she,31,her friend,19,TRUE,contact,42,FALSE,no url
development_new401,The woman stood by her friend. he cut off contact with her. Her friend sent her a greeting card.,he,1,her friend,19,TRUE,a greeting card,80,FALSE,no url
development_new402,The woman stood by her friend. she cut off contact with her. Her friend sent her a greeting card.,she,31,her friend,19,TRUE,a greeting card,80,FALSE,no url
development_new403,The woman stood by her friend. he cut off contact with her. Her friend sent her a greeting card.,he,1,her friend,19,TRUE,her,19,FALSE,no url
development_new404,The woman stood by her friend. she cut off contact with her. Her friend sent her a greeting card.,she,31,her friend,19,TRUE,her,19,FALSE,no url
development_new405,The bully stuck his foot out in front of his classmate. he picked up his classmate. The bully's classmate tripped.,he,1,the bully,0,TRUE,his classmate,41,FALSE,no url
development_new406,The bully stuck his foot out in front of his classmate. she picked up his classmate. The bully's classmate tripped.,she,56,the bully,0,TRUE,his classmate,41,FALSE,no url
development_new407,The bully stuck his foot out in front of his classmate. he picked up his classmate. The bully's classmate tripped.,he,1,the bully,0,TRUE,front,32,FALSE,no url
development_new408,The bully stuck his foot out in front of his classmate. she picked up his classmate. The bully's classmate tripped.,she,56,the bully,0,TRUE,front,32,FALSE,no url
development_new409,The bully stuck his foot out in front of his classmate. he picked up his classmate. The bully's classmate tripped.,he,1,the bully,0,TRUE,his foot,16,FALSE,no url
