Id: 1, Sentence: My body cast a shadow over the grass. The sun was rising. it was cut., Option1: the grass, Option2: the grass, Answer: the grass
Id: 338, Sentence: The girl went down the hill on her bike. it swerved. Her bike sped up., Option1: her bike, Option2: her bike, Answer: her bike
Id: 339, Sentence: The girl went down the hill on her bike. Her bike swerved. it sped up., Option1: her bike, Option2: her bike, Answer: her bike
Id: 340, Sentence: The girl went down the hill on her bike. Her bike swerved. it sped up., Option1: her bike, Option2: her bike, Answer: her bike
Id: 341, Sentence: The girl turned down the hill on her bike. it sped up. Her bike swerved., Option1: her bike, Option2: her bike, Answer: her bike
Id: 342, Sentence: The girl turned down the hill on her bike. Her bike sped up. it swerved., Option1: her bike, Option2: her bike, Answer: her bike
Id: 343, Sentence: The girl turned down the hill on her bike. Her bike sped up. it swerved., Option1: her bike, Option2: her bike, Answer: her bike
Id: 344, Sentence: A man cut in front of me in the long line. I confronted him. I smiled at it., Option1: him, Option2: him, Answer: him
Id: 345, Sentence: A man let me in front of the long line. I confronted him. I smiled at it., Option1: him, Option2: him, Answer: him
Id: 346, Sentence: The inside of the train went dark. The train travelled through it. The train ran off the tracks., Option1: a tunnel, Option2: a tunnel, Answer: a tunnel
Id: 347, Sentence: The inside of the train went dark. The train travelled through a tunnel. it ran off the tracks., Option1: the train, Option2: the train, Answer: the train
Id: 348, Sentence: The inside of the train went dark. The train travelled through a tunnel. it ran off the tracks., Option1: the train, Option2: the train, Answer: the train
Id: 349, Sentence: The inside of the train became destroyed. it ran off the tracks. The train travelled through a tunnel., Option1: the train, Option2: the train, Answer: the train
Id: 350, Sentence: The inside of the train became destroyed. The train ran off the tracks. The train travelled through it., Option1: a tunnel, Option2: a tunnel, Answer: a tunnel
Id: 351, Sentence: The inside of the train became destroyed. The train ran off the tracks. it travelled through a tunnel., Option1: the train, Option2: the train, Answer: the train
Id: 352, Sentence: The man contemplated the painting. He collapsed. He felt in it., Option1: awe, Option2: awe, Answer: awe
Id: 353, Sentence: The man had a heart attack. He felt in awe. it collapsed., Option1: he, Option2: he, Answer: he
Id: 354, Sentence: The turtle hid in its shell. It detected a predator. It ate it., Option1: a fish, Option2: a fish, Answer: a fish
Id: 355, Sentence: The turtle felt tired. It detected a predator. it ate a fish., Option1: it, Option2: it, Answer: it
Id: 356, Sentence: The girl handed down her clothes to her younger sister. She outgrew the clothes. it were tattered., Option1: the clothes, Option2: the clothes, Answer: the clothes
Id: 357, Sentence: The girl threw her clothes away. The clothes were tattered. it outgrew the clothes., Option1: she, Option2: she, Answer: she
Id: 358, Sentence: Several witnesses of the crime testified against the suspect. it was acquitted. The suspect was convicted., Option1: the suspect, Option2: the suspect, Answer: the suspect
Id: 359, Sentence: Several witnesses of the crime testified against the suspect. The suspect was acquitted. it was convicted., Option1: the suspect, Option2: the suspect, Answer: the suspect
Id: 360, Sentence: Several witnesses of the crime testified against the suspect. The suspect was acquitted. it was convicted., Option1: the suspect, Option2: the suspect, Answer: the suspect
Id: 361, Sentence: No witnesses of the crime testified against the suspect. it was convicted. The suspect was acquitted., Option1: the suspect, Option2: the suspect, Answer: the suspect
Id: 362, Sentence: No witnesses of the crime testified against the suspect. The suspect was convicted. it was acquitted., Option1: the suspect, Option2: the suspect, Answer: the suspect
Id: 363, Sentence: No witnesses of the crime testified against the suspect. The suspect was convicted. it was acquitted., Option1: the suspect, Option2: the suspect, Answer: the suspect
Id: 364, Sentence: The trip was a fun time. The driver talked the whole way. The driver made it., Option1: a wrong turn, Option2: a wrong turn, Answer: a wrong turn
Id: 365, Sentence: The product was heavily advertised. it became outdated. Consumers recognized the product., Option1: the product, Option2: the product, Answer: the product
Id: 366, Sentence: The product was heavily advertised. The product became outdated. Consumers recognized it., Option1: the product, Option2: the product, Answer: the product
Id: 367, Sentence: The product was heavily advertised. The product became outdated. it recognized the product., Option1: consumers, Option2: consumers, Answer: consumers
Id: 368, Sentence: The producted was replaced. The product became outdated. it recognized the product., Option1: consumers, Option2: consumers, Answer: consumers
Id: 369, Sentence: I rubbed the soap between my hands. it went numb. The soap foamed., Option1: my hands, Option2: my hands, Answer: my hands
Id: 370, Sentence: I rubbed the soap between my hands. My hands went numb. it foamed., Option1: the soap, Option2: the soap, Answer: the soap
Id: 371, Sentence: I slammed my hands in the door. The soap foamed. it went numb., Option1: my hands, Option2: my hands, Answer: my hands
Id: 372, Sentence: The cowgirl threw her lasso towards the horse. The lasso grabbed onto it. The horse trotted into the barn., Option1: the horse, Option2: the horse, Answer: the horse
Id: 373, Sentence: The cowgirl threw her lasso towards the horse. The lasso grabbed onto the horse. it trotted into the barn., Option1: the horse, Option2: the horse, Answer: the horse
Id: 374, Sentence: The cowgirl threw her lasso towards the horse. The lasso grabbed onto the horse. it trotted into the barn., Option1: the horse, Option2: the horse, Answer: the horse
Id: 375, Sentence: The cowgirl missed her lasso towards the horse. it trotted into the barn. The lasso grabbed onto the horse., Option1: the horse, Option2: the horse, Answer: the horse
Id: 376, Sentence: The cowgirl missed her lasso towards the horse. The horse trotted into the barn. it grabbed onto the horse., Option1: the lasso, Option2: the lasso, Answer: the lasso
Id: 377, Sentence: The cowgirl missed her lasso towards the horse. The horse trotted into the barn. it grabbed onto the horse., Option1: the lasso, Option2: the lasso, Answer: the lasso
Id: 378, Sentence: The group overlooked the woman's faux pas. The woman apologized. it was relieved., Option1: the woman, Option2: the woman, Answer: the woman
Id: 379, Sentence: The group was offended by the woman's faux pas. The woman apologized. it was relieved., Option1: the woman, Option2: the woman, Answer: the woman
Id: 380, Sentence: The girl came across an unfamiliar word in her textbook. She looked the term up in the dictionary. She chucked it across the room., Option1: the textbook, Option2: the textbook, Answer: the textbook
Id: 381, Sentence: The girl came across an offensive word in her textbook. She chucked the textbook across the room. it looked the term up in the dictionary., Option1: she, Option2: she, Answer: she
Id: 382, Sentence: The man became disabled. His family cut off contact with him. His family offered him it., Option1: financial support, Option2: financial support, Answer: financial support
Id: 383, Sentence: The man became offensive. His family offered him financial support. His family cut off contact with it., Option1: him, Option2: him, Answer: him
Id: 384, Sentence: The flashlight was dead. I took it apart. it replaced the batterites., Option1: i, Option2: i, Answer: i
Id: 385, Sentence: The flashlight was broken. I replaced the batteries. I took it apart., Option1: it, Option2: it, Answer: it
Id: 386, Sentence: The skunk sprayed the dog. The dog emitted it. The skunk roamed the woods., Option1: a foul smell, Option2: a foul smell, Answer: a foul smell
Id: 387, Sentence: The skunk sprayed the dog. The dog emitted a foul smell. The skunk roamed it., Option1: the woods, Option2: the woods, Answer: the woods
Id: 388, Sentence: The skunk became hungry. it roamed the woods. The dog emitted a foul smell., Option1: the skunk, Option2: the skunk, Answer: the skunk
Id: 389, Sentence: I wrote a thank-you note to my grandmother. She sent me a gift. it became forgetful., Option1: she, Option2: she, Answer: she
Id: 390, Sentence: I wrote a reminder note to my grandmother. She sent me a gift. it became forgetful., Option1: she, Option2: she, Answer: she
Id: 391, Sentence: I held the door for the woman entering behind me. The woman thanked it. The door slammed shut., Option1: me, Option2: me, Answer: me
Id: 392, Sentence: I held the door for the woman entering behind me. The woman thanked me. it slammed shut., Option1: the door, Option2: the door, Answer: the door
Id: 393, Sentence: The woman behind me left the door open. it thanked me. The door slammed shut., Option1: the woman, Option2: the woman, Answer: the woman
Id: 394, Sentence: The woman behind me left the door open. The woman thanked me. it slammed shut., Option1: the door, Option2: the door, Answer: the door
Id: 395, Sentence: The mirror in the bathroom fogged up. The girl applied her makeup. The girl turned on it., Option1: the fan, Option2: the fan, Answer: the fan
Id: 396, Sentence: The mirror in the bathroom cleared up. The girl turned on the fan. it applied her makeup., Option1: the girl, Option2: the girl, Answer: the girl
Id: 397, Sentence: The security guard tackled the man. The man reached into it. The man displayed a weapon., Option1: his pocket, Option2: his pocket, Answer: his pocket
Id: 398, Sentence: The security guard tackled the man. The man reached into his pocket. it displayed a weapon., Option1: the man, Option2: the man, Answer: the man
Id: 399, Sentence: The security guard tackled the man. The man reached into his pocket. The man displayed it., Option1: a weapon, Option2: a weapon, Answer: a weapon
Id: 400, Sentence: The security guard questioned the man. The man displayed it. The man reached into his pocket., Option1: a weapon, Option2: a weapon, Answer: a weapon
Id: 401, Sentence: The security guard questioned the man. The man displayed a weapon. The man reached into it., Option1: his pocket, Option2: his pocket, Answer: his pocket
Id: 402, Sentence: The security guard questioned the man. The man displayed a weapon. it reached into his pocket., Option1: the man, Option2: the man, Answer: the man
Id: 403, Sentence: The driver rotated the steering wheel. The car turned. it halted., Option1: the car, Option2: the car, Answer: the car
Id: 404, Sentence: The drived pressed on the brakes. The car halted. it turned., Option1: the car, Option2: the car, Answer: the car
Id: 405, Sentence: The army surrendered the battle. They were outnumbered. it stormed the city., Option1: they, Option2: they, Answer: they
Id: 406, Sentence: The army won the battle. They were outnumbered. They stormed it., Option1: the city, Option2: the city, Answer: the city
Id: 407, Sentence: The navy bombed the ship. The ship crashed into it. The ship's debris sunk in the sea., Option1: the pier, Option2: the pier, Answer: the pier
Id: 408, Sentence: I ironed my shirt. It was wrinkled. it was clean., Option1: it, Option2: it, Answer: it
Id: 409, Sentence: I wore my shirt. It was clean. it was wrinkled., Option1: it, Option2: it, Answer: it
Id: 410, Sentence: The girl felt dizzy. She did stretches. it lost her balance., Option1: she, Option2: she, Answer: she
Id: 411, Sentence: The girl wanted to exercise. She lost her balance. She did it., Option1: stretches, Option2: stretches, Answer: stretches
Id: 412, Sentence: The driver pulled over to the side of the road. He noticed a stranded vehicle. He went through it., Option1: an intersection, Option2: an intersection, Answer: an intersection
Id: 413, Sentence: The driver crashed over to the side of the road. He noticed a stranded vehicle. He went through it., Option1: an intersection, Option2: an intersection, Answer: an intersection
Id: 414, Sentence: The child caught a life-threatening illness. She didn't get vaccinated. it was adopted., Option1: she, Option2: she, Answer: she
Id: 415, Sentence: The child did not know her parents. She was adopted. it didn't get vaccinated., Option1: she, Option2: she, Answer: she
Id: 416, Sentence: We found empty seats in the theatre. it sat down. The film began., Option1: we, Option2: we, Answer: we
Id: 417, Sentence: The parents recognized their daughter's creativity. They encouraged her to become an artist. They taught her how to ride it., Option1: a bike, Option2: a bike, Answer: a bike
Id: 418, Sentence: The parents recognized their daughter's interest in sports. They encouraged her to become an artist. They taught her how to ride it., Option1: a bike, Option2: a bike, Answer: a bike
Id: 419, Sentence: The boy turned the lid on the jar. it became warm. The lid came off., Option1: the jar, Option2: the jar, Answer: the jar
Id: 420, Sentence: The boy turned the lid on the jar. The jar became warm. it came off., Option1: the lid, Option2: the lid, Answer: the lid
Id: 421, Sentence: The boy rubbed the side of the jar. The lid came off. it became warm., Option1: the jar, Option2: the jar, Answer: the jar
Id: 422, Sentence: The woman received a diploma. She enrolled in college. She graduated from it., Option1: college, Option2: college, Answer: college
Id: 423, Sentence: The woman aimed for a diploma. She enrolled in college. it graduated from college., Option1: she, Option2: she, Answer: she
Id: 424, Sentence: I chugged the pitcher of water. it ran fitve mitles. I walked upstairs., Option1: i, Option2: i, Answer: i
Id: 425, Sentence: I chugged the pitcher of water. I ran five miles. it walked upstaitrs., Option1: i, Option2: i, Answer: i
Id: 426, Sentence: I chugged the pitcher of water. I ran five miles. it walked upstaitrs., Option1: i, Option2: i, Answer: i
Id: 427, Sentence: I reached the top of the building. it walked upstaitrs. I ran five miles., Option1: i, Option2: i, Answer: i
Id: 428, Sentence: I reached the top of the building. I walked upstairs. it ran fitve mitles., Option1: i, Option2: i, Answer: i
Id: 429, Sentence: I reached the top of the building. I walked upstairs. it ran fitve mitles., Option1: i, Option2: i, Answer: i
Id: 430, Sentence: I came upon a puddle on the sidewalk. it leapt over the puddle. I played in the puddle., Option1: i, Option2: i, Answer: i
Id: 431, Sentence: I came upon a puddle on the sidewalk. I leapt over the puddle. it played itn the puddle., Option1: i, Option2: i, Answer: i
Id: 432, Sentence: I came upon a puddle on the sidewalk. I leapt over the puddle. it played itn the puddle., Option1: i, Option2: i, Answer: i
Id: 433, Sentence: The puddle on the sidewalk looked fun. it leapt over the puddle. I played in the puddle., Option1: i, Option2: i, Answer: i
Id: 434, Sentence: The puddle on the sidewalk looked fun. I leapt over the puddle. I played in it., Option1: the puddle, Option2: the puddle, Answer: the puddle
Id: 435, Sentence: The puddle on the sidewalk looked fun. I leapt over the puddle. I played in it., Option1: the puddle, Option2: the puddle, Answer: the puddle
Id: 436, Sentence: The woman covered her ears. The woman smelled it. The fire alarm blared., Option1: smoke, Option2: smoke, Answer: smoke
Id: 437, Sentence: The woman covered her nose. The fire alarm blared. it smelled smoke., Option1: the woman, Option2: the woman, Answer: the woman
Id: 438, Sentence: The archeologist dug up the site. She read about the site's history. it excavated ancient artifacts., Option1: she, Option2: she, Answer: she
Id: 439, Sentence: The archelogist discovered the site. She read about the site's history. She excavated it., Option1: ancient artifacts, Option2: ancient artifacts, Answer: ancient artifacts
Id: 440, Sentence: The audience booed the comedian off the stage. it entertained tit audience. He told a racist joke., Option1: he, Option2: he, Answer: he
Id: 441, Sentence: The audience booed the comedian off the stage. He entertained the audience. He told it., Option1: a racist joke, Option2: a racist joke, Answer: a racist joke
Id: 442, Sentence: The audience applauded the comedian on stage. it entertained tit audience. He told a racist joke., Option1: he, Option2: he, Answer: he
Id: 443, Sentence: The audience applauded the comedian on stage. He entertained the audience. it told a racist joke., Option1: he, Option2: he, Answer: he
Id: 444, Sentence: The coach gave his player a high five. The player got a penalty. The player scored it., Option1: a point, Option2: a point, Answer: a point
Id: 445, Sentence: The coach gave his player a headshake. The player got a penalty. it scored a point., Option1: the player, Option2: the player, Answer: the player
Id: 446, Sentence: I tossed the ball upwards. The ball hit it. The ball rolled across the ground., Option1: the ceiling, Option2: the ceiling, Answer: the ceiling
Id: 447, Sentence: I tossed the ball upwards. The ball hit the ceiling. it rolled across the ground., Option1: the ball, Option2: the ball, Answer: the ball
Id: 448, Sentence: I tossed the ball upwards. The ball hit the ceiling. The ball rolled across it., Option1: the ground, Option2: the ground, Answer: the ground
Id: 449, Sentence: I tossed the ball forward. it hit the ceiling. The ball rolled across the ground., Option1: the ball, Option2: the ball, Answer: the ball
Id: 450, Sentence: I tossed the ball forward. The ball hit the ceiling. The ball rolled across it., Option1: the ground, Option2: the ground, Answer: the ground
Id: 451, Sentence: I tossed the ball forward. The ball hit the ceiling. it rolled across the ground., Option1: the ball, Option2: the ball, Answer: the ball
Id: 452, Sentence: My breath smelled of garlic. I wiped my mouth. I brushed it., Option1: my teeth, Option2: my teeth, Answer: my teeth
Id: 453, Sentence: My lips were covered in garlic. I wiped my mouth. I brushed it., Option1: my teeth, Option2: my teeth, Answer: my teeth
Id: 454, Sentence: The man was lost. He asked for directions. it drew a map., Option1: he, Option2: he, Answer: he
Id: 455, Sentence: The man was local. He drew a map. it asked for directions., Option1: he, Option2: he, Answer: he
Id: 456, Sentence: The baby pulled the mother's hair. The mother grimaced. it burped., Option1: the baby, Option2: the baby, Answer: the baby
Id: 457, Sentence: The mother patted the baby's back. it grimaced. The baby burped., Option1: the mother, Option2: the mother, Answer: the mother
Id: 458, Sentence: I stood on one foot. My balance wavered. it kneeled down., Option1: i, Option2: i, Answer: i
Id: 459, Sentence: I was tired of standing. it kneeled down. My balance wavered., Option1: i, Option2: i, Answer: i
Id: 460, Sentence: My car was towed. I jumped the battery. it parked itllegally., Option1: i, Option2: i, Answer: i
Id: 461, Sentence: My car was rejuvenated. I parked illegally. it jumped the battery., Option1: i, Option2: i, Answer: i
Id: 462, Sentence: The dust came off the desk. I removed it from the desk. I wiped the desk with a cloth., Option1: the books, Option2: the books, Answer: the books
Id: 463, Sentence: The dust came off the desk. I removed the books from the desk. it witped the desk witth a cloth., Option1: i, Option2: i, Answer: i
Id: 464, Sentence: The dust came off the desk. I removed the books from the desk. it witped the desk witth a cloth., Option1: i, Option2: i, Answer: i
Id: 465, Sentence: The desk was light. I wiped it with a cloth. I removed the books from the desk., Option1: the desk, Option2: the desk, Answer: the desk
Id: 466, Sentence: The desk was light. I wiped the desk with a cloth. it removed the books from the desk., Option1: i, Option2: i, Answer: i
Id: 467, Sentence: The desk was light. I wiped the desk with a cloth. it removed the books from the desk., Option1: i, Option2: i, Answer: i
Id: 468, Sentence: The motorcyclist twisted the throttle. The motorcycle shot forward. The motorcycle coasted to it., Option1: a halt, Option2: a halt, Answer: a halt
Id: 469, Sentence: The motorcyclist let go of the throttle. The motorcycle coasted to a halt. it shot forward., Option1: the motorcycle, Option2: the motorcycle, Answer: the motorcycle
Id: 470, Sentence: The teacher caught the student chewing gum. The student spit out the gum. The gum stuck to it., Option1: the student's shoe, Option2: the student's shoe, Answer: the student's shoe
Id: 471, Sentence: The teacher threw the chewing gum at the student. it spit out the gum. The gum stuck to the student's shoe., Option1: the student, Option2: the student, Answer: the student
Id: 472, Sentence: The teacher threw the chewing gum at the student. The student spit out the gum. The gum stuck to it., Option1: the student's shoe, Option2: the student's shoe, Answer: the student's shoe
Id: 473, Sentence: The host served dinner to his guests. it were gracious. His guests went hungry., Option1: his guests, Option2: his guests, Answer: his guests
Id: 474, Sentence: The host served dinner to his guests. His guests were gracious. it went hungry., Option1: his guests, Option2: his guests, Answer: his guests
Id: 475, Sentence: The host served dinner to his guests. His guests were gracious. it went hungry., Option1: his guests, Option2: his guests, Answer: his guests
Id: 476, Sentence: The host served nothing to his guests. it went hungry. His guests were gracious., Option1: his guests, Option2: his guests, Answer: his guests
Id: 477, Sentence: The host served nothing to his guests. His guests went hungry. it were gracious., Option1: his guests, Option2: his guests, Answer: his guests
Id: 478, Sentence: The host served nothing to his guests. His guests went hungry. it were gracious., Option1: his guests, Option2: his guests, Answer: his guests
Id: 479, Sentence: The boy climbed the tree. it built a nest in the tree. A cat got stuck in the tree., Option1: a bird, Option2: a bird, Answer: a bird
Id: 480, Sentence: The boy climbed the tree. A bird built a nest in the tree. A cat got stuck in it., Option1: the tree, Option2: the tree, Answer: the tree
Id: 481, Sentence: The boy climbed the tree. A bird built a nest in the tree. A cat got stuck in it., Option1: the tree, Option2: the tree, Answer: the tree
Id: 482, Sentence: The boy avoided the tree. it built a nest in the tree. A cat got stuck in the tree., Option1: a bird, Option2: a bird, Answer: a bird
Id: 483, Sentence: The boy avoided the tree. A bird built a nest in the tree. A cat got stuck in it., Option1: the tree, Option2: the tree, Answer: the tree
Id: 484, Sentence: The boy avoided the tree. A bird built a nest in the tree. it got stuck in the tree., Option1: a cat, Option2: a cat, Answer: a cat
Id: 485, Sentence: The chair squeaked. The man carried the chair to it. The man scooted the chair closer to his desk., Option1: his office, Option2: his office, Answer: his office
Id: 486, Sentence: The chair squeaked. The man carried the chair to his office. The man scooted it closer to his desk., Option1: the chair, Option2: the chair, Answer: the chair
Id: 487, Sentence: The chair squeaked. The man carried the chair to his office. it scooted the chair closer to his desk., Option1: the man, Option2: the man, Answer: the man
Id: 488, Sentence: The chair fell. it carried the chair to his office. The man scooted the chair closer to his desk., Option1: the man, Option2: the man, Answer: the man
Id: 489, Sentence: The chair fell. The man carried the chair to his office. The man scooted it closer to his desk., Option1: the chair, Option2: the chair, Answer: the chair
Id: 490, Sentence: The chair fell. The man carried the chair to his office. The man scooted the chair closer to it., Option1: his desk, Option2: his desk, Answer: his desk
Id: 491, Sentence: The father shut off the children's television. It was bedtime for the children. The children were watching it., Option1: cartoons, Option2: cartoons, Answer: cartoons
Id: 492, Sentence: The father laughed at the children's television. The children were watching cartoons. It was bedtime for it., Option1: the children, Option2: the children, Answer: the children
Id: 493, Sentence: The man held his breath. He treaded water. it went underwater., Option1: he, Option2: he, Answer: he
Id: 494, Sentence: The man exhaled his breath. He treaded water. it went underwater., Option1: he, Option2: he, Answer: he
Id: 495, Sentence: I clumsily bumped into the stranger. it ran away. I apologized to him., Option1: i, Option2: i, Answer: i
Id: 496, Sentence: I clumsily bumped into the stranger. I ran away. I apologized to it., Option1: him, Option2: him, Answer: him
Id: 497, Sentence: I clumsily bumped into the stranger. I ran away. I apologized to it., Option1: him, Option2: him, Answer: him
Id: 498, Sentence: I intentionally bumped into the stranger. it ran away. I apologized to him., Option1: i, Option2: i, Answer: i
Id: 499, Sentence: I intentionally bumped into the stranger. I ran away. I apologized to it., Option1: him, Option2: him, Answer: him
Id: 500, Sentence: I intentionally bumped into the stranger. I ran away. I apologized to it., Option1: him, Option2: him, Answer: him
Id: 501, Sentence: The mother suspected that her son was lying. He refused to talk to her. He avoided making it with her., Option1: eye contact, Option2: eye contact, Answer: eye contact
Id: 502, Sentence: The mother suspected that her son was upset. He refused to talk to her. He avoided making eye contact with it., Option1: her, Option2: her, Answer: her
Id: 503, Sentence: A crater formed on the moon. it passed by the moon. A comet collided with the moon., Option1: a comet, Option2: a comet, Answer: a comet
Id: 504, Sentence: A crater formed on the moon. A comet passed by the moon. A comet collided with it., Option1: the moon, Option2: the moon, Answer: the moon
Id: 505, Sentence: A crater formed on the moon. A comet passed by the moon. it collided with the moon., Option1: a comet, Option2: a comet, Answer: a comet
Id: 506, Sentence: A crater did not form on the moon. A comet collided with it. A comet passed by the moon., Option1: the moon, Option2: the moon, Answer: the moon
Id: 507, Sentence: A crater did not form on the moon. A comet collided with the moon. it passed by the moon., Option1: a comet, Option2: a comet, Answer: a comet
Id: 508, Sentence: A crater did not form on the moon. A comet collided with the moon. it passed by the moon., Option1: a comet, Option2: a comet, Answer: a comet
Id: 509, Sentence: I planted the seeds in the soil. it sprouted. I watered the soil., Option1: the seeds, Option2: the seeds, Answer: the seeds
Id: 510, Sentence: I planted the seeds in the soil. The seeds sprouted. I watered it., Option1: the soil, Option2: the soil, Answer: the soil
Id: 511, Sentence: The soil was dry. it watered the soitl. The seeds sprouted., Option1: i, Option2: i, Answer: i
Id: 512, Sentence: The benefactor requested to stay anonymous. He supported the cause behind his donation. it wanted to maintain his privacy., Option1: he, Option2: he, Answer: he
Id: 513, Sentence: The benefactor looked extremely excited. He supported the cause behind his donation. it wanted to maintain his privacy., Option1: he, Option2: he, Answer: he
Id: 514, Sentence: The woman felt ashamed of scar on her face. She hid the scar with makeup. She explained the scar to it., Option1: strangers, Option2: strangers, Answer: strangers
Id: 515, Sentence: The woman was questioned about the scar on her face. She hid it with makeup. She explained the scar to strangers., Option1: the scar, Option2: the scar, Answer: the scar
Id: 516, Sentence: The woman was questioned about the scar on her face. She hid the scar with makeup. She explained the scar to it., Option1: strangers, Option2: strangers, Answer: strangers
Id: 517, Sentence: The woman was questioned about the scar on her face. She hid the scar with makeup. She explained it to strangers., Option1: the scar, Option2: the scar, Answer: the scar
Id: 518, Sentence: The doctor x-rayed the patient's arm. He put the patient's arm in it. He discovered that the patient's arm was broken., Option1: a cast, Option2: a cast, Answer: a cast
Id: 519, Sentence: The doctor x-rayed the patient's arm. He put the patient's arm in a cast. He discovered that it was broken., Option1: the patient's arm, Option2: the patient's arm, Answer: the patient's arm
Id: 520, Sentence: The doctor x-rayed the patient's arm. He put the patient's arm in a cast. it discovered that tit patient's arm was broken., Option1: he, Option2: he, Answer: he
Id: 521, Sentence: The doctor discovered the patient's arm was broken. it discovered that tit patient's arm was broken. He put the patient's arm in a cast., Option1: he, Option2: he, Answer: he
Id: 522, Sentence: The doctor discovered the patient's arm was broken. He discovered that the patient's arm was broken. it put tit patient's arm in a cast., Option1: he, Option2: he, Answer: he
Id: 523, Sentence: The doctor discovered the patient's arm was broken. He discovered that the patient's arm was broken. He put it in a cast., Option1: the patient's arm, Option2: the patient's arm, Answer: the patient's arm
Id: 524, Sentence: The boy filled the bucket with sand. He was building a sand castle. it was collecting seasitlls in tit sand., Option1: he, Option2: he, Answer: he
Id: 525, Sentence: The boy cut his hand in the sand. He was building a sand castle. it was collecting seasitlls in tit sand., Option1: he, Option2: he, Answer: he
Id: 526, Sentence: The boy cut his hand in the sand. He was building a sand castle. He was collecting it in the sand., Option1: seashells, Option2: seashells, Answer: seashells
Id: 527, Sentence: The woman upgraded her computer hardware. She deleted old files on the computer. it installed new software on the computer., Option1: she, Option2: she, Answer: she
Id: 528, Sentence: The woman wanted to sell her computer hardware. She installed new software on the computer. it deleted old files on the computer., Option1: she, Option2: she, Answer: she
Id: 529, Sentence: The girl performed in a dance recital. Her parents came to watch the recital. it parents showed it how to dance., Option1: her, Option2: her, Answer: her
Id: 530, Sentence: The girl never learned to dance. Her parents came to watch the recital. it parents showed it how to dance., Option1: her, Option2: her, Answer: her
Id: 531, Sentence: The baby was wailing in his crib. it picked up the baby. The baby crawled to the mother., Option1: the mother, Option2: the mother, Answer: the mother
Id: 532, Sentence: The baby was wailing in his crib. The mother picked up the baby. The baby crawled to it., Option1: the mother, Option2: the mother, Answer: the mother
Id: 533, Sentence: The baby was wailing in his crib. The mother picked up the baby. it crawled to the mother., Option1: the baby, Option2: the baby, Answer: the baby
Id: 534, Sentence: The baby's name was called. The mother picked up the baby. The baby crawled to it., Option1: the mother, Option2: the mother, Answer: the mother
Id: 535, Sentence: The woman had a religious awakening. She began going to church. it began travelling abroad., Option1: she, Option2: she, Answer: she
Id: 536, Sentence: The woman wanted to change her environment. She began travelling abroad. it began going to church., Option1: she, Option2: she, Answer: she
Id: 537, Sentence: The bureau drawers were cluttered. I locked the drawers shut. I threw away it., Option1: unnecessary contents, Option2: unnecessary contents, Answer: unnecessary contents
Id: 538, Sentence: The buerau drawers were opened. I threw away unnecessary contents. I locked it shut., Option1: the drawers, Option2: the drawers, Answer: the drawers
Id: 539, Sentence: The student flaunted his test grade to his classmates. He feigned interest in the class. He received it., Option1: a perfect score, Option2: a perfect score, Answer: a perfect score
Id: 540, Sentence: The student hid his test grade from his classmates. He received a perfect score. He feigned interest in it., Option1: the class, Option2: the class, Answer: the class
Id: 541, Sentence: The boy felt homesick. He went away to camp. He bickered with it., Option1: his sister, Option2: his sister, Answer: his sister
Id: 542, Sentence: The boy felt exhausted. He bickered with his sister. He went away to it., Option1: camp, Option2: camp, Answer: camp
Id: 543, Sentence: The rocket flew up into the sky. The girl designed it. it launched it., Option1: the girl, Option2: the girl, Answer: the girl
Id: 544, Sentence: The rocket looked pretty. The girl designed it. The girl launched it., Option1: it, Option2: it, Answer: it
Id: 545, Sentence: The boy murmured his reply to his mother. it told him to whisper. His mother told him to speak up., Option1: his mother, Option2: his mother, Answer: his mother
Id: 546, Sentence: The boy murmured his reply to his mother. His mother told him to whisper. His mother told it to speak up., Option1: him, Option2: him, Answer: him
Id: 547, Sentence: The boy murmured his reply to his mother. His mother told him to whisper. it told him to speak up., Option1: his mother, Option2: his mother, Answer: his mother
Id: 548, Sentence: The boy yelled his reply to his mother. it told him to speak up. His mother told him to whisper., Option1: his mother, Option2: his mother, Answer: his mother
Id: 549, Sentence: The boy yelled his reply to his mother. His mother told him to speak up. it told him to whisper., Option1: his mother, Option2: his mother, Answer: his mother
Id: 550, Sentence: The boy yelled his reply to his mother. His mother told him to speak up. His mother told it to whisper., Option1: him, Option2: him, Answer: him
Id: 551, Sentence: The smoke alarm went off. I lit a candle. I burnt it., Option1: my dinner, Option2: my dinner, Answer: my dinner
Id: 552, Sentence: The room became bright. I lit a candle. I burnt it., Option1: my dinner, Option2: my dinner, Answer: my dinner
Id: 553, Sentence: The vase broke. I stenciled it. it glued itt back together., Option1: i, Option2: i, Answer: i
Id: 554, Sentence: The vase had a nice shape. I glued it back together. it stencitled itt., Option1: i, Option2: i, Answer: i
Id: 555, Sentence: The woman felt an electric shock. She pounded on the door. it grabbed the doorknob., Option1: she, Option2: she, Answer: she
Id: 556, Sentence: The woman felt extremely fatigued. She grabbed the doorknob. it pounded on the door., Option1: she, Option2: she, Answer: she
Id: 557, Sentence: The man had lipstick on his cheek. The woman made him blush. it kissed him., Option1: the woman, Option2: the woman, Answer: the woman
Id: 558, Sentence: The man had a grin on his face. The woman kissed him. it made him blush., Option1: the woman, Option2: the woman, Answer: the woman
